intercept,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF
1.0839149914193176,1.1343197216803427,0.07236785772059495,0.1749235056505874,-0.6827095367098397,1.4479750576139812,0.2801731076587838,0.06360726670414683,0.2140089184985876
