intercept,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF
1.0508242468824973,0.7811880648207686,0.3200766625186898,0.4351609022028759,-0.6681861059730417,2.22296166452915,0.39007375568487945,0.5756125462728627,0.17980017582925875
