# Time-averaged data for fix myat1
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11]
50000 200
100 7.4625 4.87315 1.0214 4.49622 14.112 4.61669 1.58209 1.61713 9.86013 0.723524 4.61106
101 7.5375 6.06227 1.05661 4.4395 14.4412 3.87919 1.60511 1.60825 10.3332 0.730272 4.82589
102 7.6125 7.78567 1.10275 4.40216 14.7742 3.83239 1.6283 1.56726 10.8035 0.737936 5.04732
103 7.6875 8.23091 1.15249 4.2911 15.1053 3.7065 1.65118 1.48525 11.258 0.743271 5.27477
104 7.7625 8.09461 1.20236 4.17448 15.4336 4.02754 1.67652 1.49831 11.7255 0.745769 5.50746
105 7.8375 6.66678 1.24424 4.09055 15.7616 4.2618 1.70386 1.49795 12.202 0.750217 5.74607
106 7.9125 4.98059 1.27612 4.00324 16.0888 4.23715 1.73156 1.52181 12.6953 0.753966 5.9905
107 7.9875 4.01251 1.3023 3.92022 16.4153 4.16421 1.75931 1.42719 13.1668 0.759121 6.24128
108 8.0625 2.62651 1.31976 3.89391 16.7457 3.92367 1.78594 1.36565 13.6265 0.760649 6.49731
109 8.1375 2.31218 1.33542 3.80806 17.0749 3.63402 1.81107 1.35845 14.0922 0.761536 6.75842
110 8.2125 2.58582 1.35325 3.77177 17.4069 3.25663 1.83401 1.39088 14.578 0.761059 7.02421
111 8.2875 2.76912 1.3727 3.69807 17.7385 2.56911 1.85244 1.47664 15.1031 0.764895 7.29624
112 8.3625 3.53543 1.39798 3.6726 18.0738 2.23297 1.86874 1.53535 15.6591 0.772872 7.5761
113 8.4375 4.66912 1.43197 3.7699 18.4241 1.98608 1.88351 1.60181 16.2496 0.785695 7.86573
114 8.5125 6.01693 1.47655 3.80469 18.784 2.13294 1.89965 1.57748 16.8415 0.790245 8.16224
115 8.5875 6.53943 1.52586 3.90365 19.1598 2.33188 1.91761 1.55294 17.4345 0.795212 8.46589
116 8.6625 6.82174 1.57821 3.99815 19.5514 2.66321 1.93848 1.52028 18.0252 0.797815 8.77588
117 8.7375 7.65252 1.63795 3.9863 19.9487 2.89598 1.96157 1.47166 18.6069 0.805691 9.09438
118 8.8125 7.72221 1.69927 3.84121 20.3381 3.29644 1.9883 1.43862 19.1854 0.812609 9.42115
119 8.8875 6.60968 1.75266 3.76933 20.7267 3.37806 2.01617 1.44093 19.7748 0.82221 9.75743
120 8.9625 5.45706 1.79748 3.66488 21.111 3.37329 2.04446 1.45708 20.3808 0.833202 10.104
121 9.0375 4.31918 1.83355 3.624 21.4974 3.78527 2.07675 1.44447 20.9917 0.846021 10.4618
122 9.1125 4.09012 1.86828 3.54417 21.8816 4.04575 2.11183 1.42089 21.6026 0.858482 10.8309
123 9.1875 4.22395 1.90474 3.56155 22.274 4.1974 2.14883 1.3965 22.213 0.867559 11.2101
124 9.2625 4.63078 1.94536 3.51313 22.6675 4.69068 2.19086 1.3979 22.834 0.878447 11.6003
125 9.3375 4.59291 1.98631 3.44333 23.0594 4.78724 2.23445 1.407 23.4692 0.888759 12.0016
126 9.4125 5.00754 2.03168 3.38598 23.451 4.75291 2.27842 1.41928 24.1203 0.898302 12.4137
127 9.4875 5.90536 2.08603 3.33061 23.8423 4.51904 2.3209 1.39054 24.7684 0.909338 12.8375
128 9.5625 6.13394 2.14339 3.34516 24.2416 4.35189 2.36246 1.41641 25.4391 0.917208 13.2718
129 9.6375 5.94781 2.19988 3.32135 24.6443 3.97997 2.40106 1.39638 26.1106 0.926345 13.7173
130 9.7125 6.36494 2.26127 3.27562 25.0477 3.66655 2.43718 1.39985 26.7944 0.939415 14.1762
131 9.7875 5.6999 2.3171 3.26335 25.4557 3.59547 2.47315 1.3862 27.482 0.9559 14.6503
132 9.8625 5.33077 2.37012 3.19939 25.862 3.42101 2.5079 1.38291 28.1785 0.970696 15.1392
133 9.9375 4.70389 2.41762 3.15071 26.2681 3.32664 2.54221 1.36537 28.8767 0.985384 15.6431
134 10.0125 3.91119 2.45772 3.07949 26.6711 3.17749 2.57547 1.33261 29.5684 0.996106 16.1602
135 10.0875 3.21955 2.49122 3.09484 27.0822 3.21668 2.60966 1.31027 30.2588 1.00813 16.6913
136 10.1625 2.58827 2.51855 3.10646 27.501 3.43643 2.64672 1.28177 30.9443 1.01936 17.2365
137 10.2375 2.4387 2.54469 3.14087 27.9307 3.96111 2.69007 1.25814 31.627 1.02137 17.7907
138 10.3125 2.32865 2.57001 3.17609 28.3716 4.39143 2.73884 1.29916 32.3424 1.02508 18.3552
139 10.3875 2.37822 2.59625 3.21688 28.8247 4.78539 2.79277 1.38762 33.1177 1.02814 18.9297
140 10.4625 2.58063 2.62514 3.26916 29.2919 4.99905 2.84991 1.50048 33.9682 1.03786 19.5179
141 10.5375 2.3165 2.65144 3.21575 29.758 5.1653 2.90981 1.64773 34.9156 1.04547 20.119
142 10.6125 2.53623 2.68065 3.17074 30.2241 4.96369 2.96819 1.70488 35.9098 1.0524 20.7327
143 10.6875 2.48203 2.70964 3.09974 30.6863 4.84187 3.02594 1.71007 36.9212 1.05771 21.3583
144 10.7625 2.61378 2.74059 3.03213 31.1448 5.04115 3.08692 1.71322 37.9488 1.06055 21.9944
145 10.8375 2.97757 2.77635 3.02176 31.6081 4.95718 3.14772 1.73851 39.0061 1.06653 22.643
146 10.9125 3.39017 2.81764 3.03592 32.08 4.88592 3.20848 1.78235 40.1051 1.07351 23.305
147 10.9875 3.94147 2.86629 3.0549 32.5614 4.82688 3.26934 1.76985 41.2114 1.07867 23.9793
148 11.0625 4.12711 2.91794 3.05887 33.0501 4.88188 3.33173 1.75549 42.3239 1.08554 24.6671
149 11.1375 4.34273 2.97302 3.06082 33.5457 4.53812 3.39052 1.73176 43.4362 1.09362 25.3696
150 11.2125 4.50847 3.03098 3.07364 34.0501 3.89446 3.44165 1.74103 44.5695 1.09826 26.0845
151 11.2875 4.33681 3.08748 3.10559 34.5666 3.51993 3.48848 1.76759 45.7356 1.10103 26.8109
152 11.3625 4.73503 3.14999 3.12112 35.0927 2.95056 3.52826 1.73077 46.8927 1.10365 27.5487
153 11.4375 4.86704 3.21509 3.13303 35.6277 2.60318 3.56382 1.70756 48.0493 1.10669 28.2983
154 11.5125 5.15893 3.28501 3.11296 36.1662 2.45611 3.59782 1.65051 49.182 1.11125 29.0609
155 11.5875 5.12954 3.35544 3.0958 36.7089 2.36276 3.63095 1.6767 50.3478 1.11666 29.8373
156 11.6625 4.93645 3.42409 3.04866 37.2501 2.26866 3.66317 1.70003 51.545 1.12266 30.628
157 11.7375 4.61994 3.48918 2.99685 37.7891 2.59019 3.70044 1.71539 52.7687 1.12941 31.4337
158 11.8125 4.49503 3.55331 2.93621 38.3239 2.6414 3.73893 1.7526 54.035 1.13721 32.2553
159 11.8875 3.81276 3.60841 2.84893 38.8494 3.03734 3.78375 1.75365 55.3182 1.14603 33.0939
160 11.9625 3.69035 3.66241 2.8097 39.3743 3.15865 3.83095 1.74686 56.6126 1.15717 33.9513
161 12.0375 4.28989 3.72597 2.7556 39.8955 3.32008 3.88119 1.70062 57.8885 1.16944 34.8287
162 12.1125 4.32234 3.79081 2.72427 40.4173 3.27263 3.93133 1.66958 59.1569 1.1824 35.727
163 12.1875 4.25353 3.85542 2.68341 40.9376 3.22408 3.98134 1.65092 60.4266 1.1963 36.6471
164 12.2625 4.66098 3.92708 2.66552 41.4608 3.04181 4.02911 1.64457 61.7071 1.20705 37.5869
165 12.3375 4.97391 4.0045 2.66786 41.9909 2.99249 4.07668 1.64622 63.0046 1.21519 38.5447
166 12.4125 5.11499 4.08508 2.6467 42.5232 3.12056 4.12689 1.67247 64.3388 1.22276 39.5201
167 12.4875 5.23077 4.16849 2.60031 43.0525 3.03457 4.1763 1.69201 65.705 1.22739 40.5112
168 12.5625 5.12009 4.25111 2.63102 43.5945 2.68337 4.22053 1.69751 67.0922 1.23326 41.519
169 12.6375 4.77693 4.32913 2.58774 44.134 2.40147 4.26058 1.65704 68.4625 1.23493 42.5402
170 12.7125 4.73396 4.40735 2.54762 44.6714 2.14269 4.29674 1.64056 69.8353 1.23639 43.5748
171 12.7875 4.63125 4.48479 2.49408 45.2038 1.88857 4.32899 1.65309 71.235 1.24067 44.6253
172 12.8625 4.28061 4.55721 2.46786 45.7368 1.62605 4.35708 1.68197 72.6759 1.24525 45.6921
173 12.9375 3.89639 4.6239 2.47799 46.2782 1.40344 4.38161 1.66824 74.1217 1.25485 46.7796
174 13.0125 3.42024 4.68311 2.43243 46.8158 1.20881 4.40299 1.64444 75.5635 1.2685 47.8918
175 13.0875 3.43586 4.74329 2.4722 47.3686 1.25848 4.4255 1.61488 76.9958 1.28461 49.0311
176 13.1625 3.51501 4.80556 2.54991 47.9453 1.48743 4.45241 1.59075 78.4228 1.29754 50.1951
177 13.2375 3.63749 4.87074 2.58094 48.5356 1.68949 4.48333 1.61201 79.8855 1.31068 51.3844
178 13.3125 3.81619 4.9399 2.57589 49.1316 1.966 4.51971 1.64321 81.3934 1.32189 52.5974
179 13.3875 4.17711 5.01645 2.61931 49.7444 2.41849 4.56498 1.65136 82.9259 1.33541 53.8367
180 13.4625 4.17623 5.09384 2.6138 50.3627 2.69212 4.61593 1.66133 84.4849 1.34447 55.0984
181 13.5375 4.41747 5.17663 2.60554 50.9861 2.80688 4.66965 1.65206 86.0526 1.35233 56.3817
182 13.6125 4.48932 5.26169 2.57043 51.6078 2.95206 4.72678 1.65048 87.6362 1.35981 57.6864
183 13.6875 4.44135 5.34677 2.5494 52.2313 2.93364 4.78417 1.64238 89.2295 1.36955 59.015
184 13.7625 4.36134 5.43124 2.50931 52.8517 2.87411 4.84102 1.67085 90.8682 1.38093 60.3693
185 13.8375 4.0237 5.51002 2.49449 53.4752 2.8584 4.89818 1.77498 92.628 1.38746 61.745
186 13.9125 3.87939 5.5868 2.47687 54.101 2.8926 4.95665 1.87401 94.5062 1.39526 63.1433
187 13.9875 3.73793 5.66158 2.44738 54.7261 2.86217 5.01513 1.90917 96.4403 1.40444 64.5661
188 14.0625 3.5225 5.73281 2.45925 55.3609 2.7548 5.07202 1.90718 98.3932 1.40924 66.0092
189 14.1375 3.42457 5.8028 2.46771 56.0047 2.81773 5.13083 1.87944 100.338 1.41613 67.4747
190 14.2125 3.47628 5.8746 2.51841 56.6688 2.84264 5.19079 1.87795 102.302 1.42154 68.9616
191 14.2875 3.30514 5.94359 2.49624 57.334 2.61741 5.24659 1.90694 104.318 1.42424 70.467
192 14.3625 3.05391 6.00801 2.49604 58.0061 2.40108 5.29831 1.93483 106.385 1.4232 71.9871
193 14.4375 3.06381 6.07331 2.482 58.6814 2.19316 5.34605 1.99402 108.537 1.42633 73.5266
194 14.5125 3.1454 6.14105 2.45992 59.3577 2.08151 5.39183 2.00826 110.727 1.42785 75.0837
195 14.5875 3.24144 6.21158 2.39475 60.0229 1.96547 5.43551 2.0044 112.936 1.42892 76.6582
196 14.6625 3.12829 6.28035 2.37251 60.6888 1.92338 5.47869 2.00592 115.169 1.43313 78.2535
197 14.7375 3.06979 6.34853 2.37703 61.3627 1.74059 5.51817 1.9928 117.41 1.43565 79.8681
198 14.8125 3.09822 6.41804 2.34869 62.0354 1.75483 5.55838 1.97475 119.653 1.43955 81.5036
199 14.8875 3.32447 6.49339 2.35399 62.7164 1.90528 5.60248 2.00038 121.949 1.44657 83.1637
200 14.9625 3.31398 6.56925 2.35295 63.4041 2.06713 5.65081 2.00357 124.272 1.45385 84.8491
250000 200
1 0.0375 0 0 0 0 0 0 0 0 0 0
2 0.1125 0 0 0 0 0 0 0 0 0 0
3 0.1875 0 0 0 0 0 0 0 0 0 0
4 0.2625 0 0 0 0 0 0 0 0 0 0
5 0.3375 0 0 0 0 0 0 0 0 0 0
6 0.4125 0 0 0 0 0 0 0 0 0 0
7 0.4875 0 0 0 0 0 0 0 0 0 0
8 0.5625 0 0 0 0 0 0 0 0 0 0
9 0.6375 0 0 0 0 0 0 0 0 0 0
10 0.7125 0 0 0 0 0 0 0 0 0 0
11 0.7875 0 0 0 0 0 0 0 0 0 0
12 0.8625 0 0 0 0 0 0 0 0 0 0
13 0.9375 0 0 0 0 0 0 0 0 0 0
14 1.0125 0 0 0 0 0 0 0 0 0 0
15 1.0875 0 0 0 0 0 0 0 0 0 0
16 1.1625 0 0 0 0 0 0 0 0 0 0
17 1.2375 0 0 0 0 0 0 0 0 0 0
18 1.3125 0 0 0 0 0 0 0 0 0 0
19 1.3875 0 0 0 0 0 0 0 0 0 0
20 1.4625 0 0 0 0 0 0 0 0 0 0
21 1.5375 0 0 0 0 0 0 0 0 0 0
22 1.6125 0 0 0 0 0 0 0 0 0 0
23 1.6875 0 0 0 0 0 0 0 0 0 0
24 1.7625 0 0 0 0 0 0 0 0 0 0
25 1.8375 0 0 0 0 0 0 0 0 0 0
26 1.9125 0 0 0 0 0 0 0 0 0 0
27 1.9875 0 0 0 0 0 0 0 0 0 0
28 2.0625 0 0 0 0 0 0 0 0 0 0
29 2.1375 0 0 0 0 0 0 0 0 0 0
30 2.2125 0 0 0 0 0 0 0 0 0 0
31 2.2875 0 0 0 0 0 0 0 0 0 0
32 2.3625 0 0 0 0 0 0 0 0 0 0
33 2.4375 0 0 0 0 0 0 0 0 0 0
34 2.5125 0 0 0 0 0 0 0 0 0 0
35 2.5875 0 0 0 0 0 0 0 0 0 0
36 2.6625 0 0 0 0 0 0 0 0 0.000147012 5.39659e-06
37 2.7375 0 0 0 0 0 0 0 0 0.00392622 0.000157756
38 2.8125 0 0 0 0 0 0 0 0 0.0301155 0.00139132
39 2.8875 0 0 0 0 0 0 0 0 0.0907984 0.0053115
40 2.9625 0 0 0.000454595 5.20833e-06 0.0284122 2.60417e-05 0 0 0.146105 0.0119514
41 3.0375 0 0 0.00129727 2.08333e-05 2.73508 0.00266146 0 0 0.175188 0.0203213
42 3.1125 0 0 0.0263576 0.000354167 11.5263 0.0143229 0 0 0.191707 0.0299383
43 3.1875 0 0 0.237182 0.0035 5.41905 0.0200729 0 0 0.204409 0.0406925
44 3.2625 0 0 1.15038 0.0194844 0.730936 0.0208854 0.00784327 0.000432292 0.21123 0.0523347
45 3.3375 0 0 2.77269 0.0598021 0.519364 0.0214896 0.0819003 0.00515625 0.21398 0.064677
46 3.4125 0 0 4.65061 0.1305 2.43682 0.0244531 0.176114 0.015776 0.214202 0.0775935
47 3.4875 0 0 6.7644 0.237901 7.90973 0.0345 0.191115 0.0278125 0.227558 0.0919252
48 3.5625 0 0 9.80201 0.400297 18.5438 0.0590781 0.270251 0.0455729 0.247463 0.108188
49 3.6375 0 0 14.2842 0.647021 40.1537 0.114562 0.365724 0.0706302 0.270975 0.126754
50 3.7125 0 0 18.9273 0.987562 65.0279 0.208161 0.513983 0.107312 0.282048 0.146883
51 3.7875 0 0 20.8721 1.37842 95.259 0.35087 0.716309 0.160521 0.291566 0.168541
52 3.8625 0 0 21.3572 1.79436 105.352 0.51501 0.857447 0.22676 0.297954 0.191558
53 3.9375 0.210254 0.000333333 22.8563 2.25695 50.6256 0.596979 0.987285 0.306021 0.299162 0.215576
54 4.0125 2.51819 0.00447917 21.9333 2.71793 16.3525 0.624474 1.05312 0.393818 0.301251 0.24069
55 4.0875 5.24347 0.0134375 15.6102 3.05839 10.9222 0.643531 1.14221 0.492635 0.303407 0.266939
56 4.1625 6.03807 0.0241354 9.66528 3.277 9.59378 0.660891 1.29422 0.60875 0.307421 0.294521
57 4.2375 5.57095 0.0343646 7.06646 3.44264 7.62406 0.675187 1.48486 0.746813 0.320592 0.324329
58 4.3125 5.83349 0.0454583 6.35878 3.59702 5.17831 0.685245 1.63129 0.903906 0.326388 0.355761
59 4.3875 6.28666 0.0578333 6.19693 3.75274 3.6504 0.692583 1.55614 1.05902 0.329166 0.388572
60 4.4625 7.29459 0.0726875 6.27489 3.91586 3.09046 0.69901 1.33572 1.19676 0.337515 0.423375
61 4.5375 7.96583 0.0894583 6.30947 4.08544 3.2338 0.705964 1.16008 1.32043 0.33916 0.459533
62 4.6125 6.03783 0.102594 6.50559 4.26611 4.23126 0.715365 1.10772 1.44246 0.340297 0.497022
63 4.6875 4.85867 0.11351 6.6982 4.45824 5.54052 0.728078 1.11179 1.56896 0.335094 0.535148
64 4.7625 2.66782 0.119698 6.60764 4.65388 6.92198 0.744474 1.14565 1.70351 0.331724 0.574107
65 4.8375 2.0416 0.124583 6.58814 4.85514 8.02184 0.764078 1.18979 1.84768 0.332591 0.614409
66 4.9125 2.5496 0.130875 6.61981 5.06368 9.25021 0.787391 1.20821 1.99866 0.338222 0.656673
67 4.9875 3.29253 0.13925 6.66634 5.28015 9.88234 0.813063 1.21182 2.15475 0.338982 0.700336
68 5.0625 3.47791 0.148365 6.68465 5.50379 9.81354 0.839328 1.25832 2.32174 0.343738 0.745953
69 5.1375 3.54307 0.157927 6.93881 5.74286 10.0298 0.866974 1.31579 2.50157 0.356479 0.794672
70 5.2125 4.7016 0.17099 7.02898 5.99216 9.0109 0.892542 1.24766 2.6771 0.368618 0.846533
71 5.2875 4.76229 0.184604 6.90706 6.24424 7.84909 0.915458 1.24306 2.85705 0.38116 0.901712
72 5.3625 5.35622 0.200354 6.65666 6.49412 6.79166 0.935854 1.16981 3.03124 0.397523 0.960904
73 5.4375 5.52302 0.217052 6.13828 6.73103 5.96292 0.954266 1.13106 3.2044 0.40989 1.02366
74 5.5125 4.90778 0.232302 5.76625 6.95977 6.48124 0.974833 1.12525 3.38146 0.423366 1.09027
75 5.5875 3.58269 0.24374 5.46808 7.18261 7.66307 0.999818 1.1371 3.56528 0.436111 1.16077
76 5.6625 2.98008 0.25351 5.55975 7.41532 8.87843 1.02955 1.15053 3.7563 0.452404 1.23589
77 5.7375 2.82532 0.263021 5.62854 7.65719 9.5114 1.06224 1.14552 3.95156 0.461287 1.31452
78 5.8125 3.40115 0.274771 5.72148 7.90953 9.62034 1.09619 1.15551 4.15371 0.47057 1.39684
79 5.8875 3.82053 0.288312 5.75575 8.16996 9.20127 1.12949 1.11973 4.35468 0.482193 1.48338
80 5.9625 5.86835 0.309646 5.96202 8.44665 7.77882 1.15837 1.09971 4.55712 0.491884 1.57393
81 6.0375 7.14314 0.336271 5.99651 8.73198 6.76583 1.18413 1.06221 4.75761 0.504868 1.66922
82 6.1125 7.06435 0.36326 6.07793 9.02842 5.97745 1.20745 1.02519 4.95595 0.520273 1.76988
83 6.1875 7.70834 0.393438 6.08499 9.33253 5.62499 1.22994 1.00377 5.15494 0.537794 1.87649
84 6.2625 8.28068 0.426646 5.9035 9.63477 5.60043 1.25288 0.993979 5.3568 0.558925 1.99
85 6.3375 9.38699 0.465198 5.77085 9.93733 5.43141 1.27566 0.966686 5.55784 0.581648 2.11096
86 6.4125 9.66169 0.505823 5.48335 10.2317 5.52949 1.29941 0.963237 5.76293 0.600676 2.23886
87 6.4875 9.17577 0.545312 5.0876 10.5112 5.26966 1.32257 0.955123 5.97108 0.6098 2.37175
88 6.5625 9.95597 0.589156 4.61242 10.7705 5.41741 1.34693 0.924518 6.17725 0.617773 2.50952
89 6.6375 10.1276 0.634781 4.24397 11.0146 4.89041 1.36943 0.89557 6.38155 0.624279 2.65193
90 6.7125 10.2123 0.681833 4.02817 11.2515 4.32681 1.38979 0.934269 6.59953 0.626344 2.79806
91 6.7875 9.47048 0.726448 3.96995 11.4902 3.30505 1.40569 1.0427 6.84827 0.62835 2.94796
92 6.8625 8.74547 0.768563 4.00582 11.7365 2.61685 1.41856 1.08089 7.11184 0.635614 3.10295
93 6.9375 8.91299 0.812427 4.1935 12 2.18752 1.42956 1.08203 7.3815 0.641717 3.26288
94 7.0125 8.39191 0.854625 4.45754 12.2861 2.36309 1.44169 1.11168 7.66457 0.648735 3.42806
95 7.0875 7.9293 0.895354 4.67125 12.5924 3.03416 1.45761 1.19004 7.9741 0.662028 3.60026
96 7.1625 5.86578 0.926125 4.72793 12.909 4.05297 1.47932 1.26454 8.31002 0.679835 3.78085
97 7.2375 4.20847 0.948667 4.59267 13.2231 4.71206 1.5051 1.27856 8.6568 0.69511 3.96939
98 7.3125 4.37596 0.972594 4.47343 13.5353 5.25014 1.53442 1.33791 9.02724 0.707518 4.16529
99 7.3875 5.23766 1.00182 4.35286 13.8454 5.10752 1.56353 1.46009 9.43985 0.717106 4.36794
100 7.4625 6.31644 1.03779 4.2805 14.1566 4.58804 1.59021 1.5498 9.88675 0.724719 4.57691
101 7.5375 6.22364 1.07395 4.27867 14.4739 4.20925 1.61518 1.5546 10.3441 0.7298 4.79161
102 7.6125 6.44089 1.11211 4.19719 14.7914 4.125 1.64015 1.5432 10.8072 0.73441 5.01198
103 7.6875 6.50544 1.15143 4.25275 15.1195 4.08373 1.66535 1.51904 11.272 0.733807 5.23653
104 7.7625 6.0811 1.1889 4.13316 15.4446 4.34621 1.6927 1.5376 11.7517 0.737451 5.46662
105 7.8375 6.06312 1.22698 4.07145 15.7711 4.70836 1.7229 1.60673 12.2628 0.740111 5.70203
106 7.9125 6.54913 1.26891 4.07104 16.1038 4.53429 1.75255 1.62289 12.7889 0.745257 5.94363
107 7.9875 6.74606 1.31292 4.07331 16.443 4.1861 1.78044 1.57039 13.3077 0.751853 6.19201
108 8.0625 6.22935 1.35432 4.08504 16.7897 4.01191 1.80767 1.45819 13.7985 0.754905 6.4461
109 8.1375 5.22741 1.38972 4.07335 17.1418 3.50598 1.83192 1.38895 14.2747 0.756942 6.70564
110 8.2125 4.92242 1.42367 3.98214 17.4924 3.19377 1.85441 1.36504 14.7515 0.760734 6.97132
111 8.2875 4.00463 1.45179 3.94333 17.8459 2.7826 1.87437 1.41743 15.2556 0.765216 7.24346
112 8.3625 4.11375 1.48121 3.88917 18.2009 2.53108 1.89285 1.4962 15.7973 0.773174 7.52343
113 8.4375 4.02663 1.51052 3.85083 18.5588 2.37209 1.91049 1.53782 16.3642 0.778203 7.8103
114 8.5125 5.04972 1.54794 3.89472 18.9272 2.2355 1.92741 1.54708 16.9447 0.78612 8.10526
115 8.5875 5.99794 1.59317 3.90701 19.3033 2.23923 1.94465 1.5563 17.539 0.790069 8.40695
116 8.6625 6.03435 1.63947 3.80795 19.6763 2.43191 1.96371 1.54217 18.1382 0.797024 8.71663
117 8.7375 5.83913 1.68505 3.74318 20.0494 2.65035 1.98484 1.52007 18.7391 0.802507 9.03387
118 8.8125 5.43322 1.7282 3.6898 20.4234 3.10121 2.00999 1.46841 19.3296 0.807667 9.35865
119 8.8875 4.05737 1.76097 3.61299 20.7959 3.3427 2.03756 1.4513 19.9232 0.820024 9.69404
120 8.9625 3.6968 1.79133 3.48259 21.1611 3.54341 2.06729 1.45689 20.5291 0.832551 10.0403
121 9.0375 3.39997 1.81973 3.47105 21.5312 3.63872 2.09832 1.43698 21.1368 0.842858 10.3968
122 9.1125 3.53929 1.84978 3.4484 21.905 3.6019 2.12956 1.41275 21.7443 0.850695 10.7626
123 9.1875 4.07551 1.88496 3.48436 22.2889 3.82162 2.16324 1.41652 22.3634 0.855569 11.1365
124 9.2625 4.84451 1.92746 3.45063 22.6754 4.01286 2.1992 1.39719 22.9841 0.867853 11.522
125 9.3375 5.10466 1.97297 3.47184 23.0705 4.60877 2.24116 1.40629 23.619 0.877853 11.9184
126 9.4125 5.39503 2.02184 3.38764 23.4623 4.65327 2.28421 1.39867 24.2606 0.892766 12.3279
127 9.4875 5.35081 2.07109 3.35526 23.8565 4.64038 2.32783 1.40557 24.9157 0.905276 12.7499
128 9.5625 5.40201 2.1216 3.27735 24.2477 4.38571 2.36971 1.40568 25.5813 0.91656 13.1838
129 9.6375 4.87516 2.16791 3.26568 24.6437 3.86935 2.40724 1.40746 26.2582 0.927857 13.6301
130 9.7125 5.12197 2.21731 3.23764 25.0424 3.68769 2.44357 1.36983 26.9273 0.941066 14.0897
131 9.7875 4.81301 2.26446 3.25669 25.4496 3.28465 2.47643 1.34949 27.5967 0.953599 14.5627
132 9.8625 4.39239 2.30815 3.24307 25.8614 2.82059 2.50508 1.34245 28.2728 0.965126 15.0488
133 9.9375 3.61147 2.34461 3.23224 26.2781 2.57566 2.53165 1.32249 28.9491 0.978613 15.5493
134 10.0125 3.41835 2.37966 3.1653 26.6923 2.43225 2.55711 1.33463 29.6419 0.996035 16.0663
135 10.0875 3.0854 2.41176 3.0959 27.1035 2.42513 2.58288 1.35197 30.3542 1.00437 16.5955
136 10.1625 2.86445 2.44201 3.10623 27.5223 2.78836 2.61295 1.33732 31.0694 1.00817 17.1346
137 10.2375 2.64962 2.47041 3.15553 27.954 3.28253 2.64888 1.34145 31.7974 1.01299 17.6844
138 10.3125 2.67253 2.49947 3.21031 28.3997 3.69595 2.68993 1.36824 32.5508 1.01452 18.243
139 10.3875 2.7502 2.52981 3.26007 28.8589 4.06109 2.73569 1.43652 33.3534 1.01643 18.8109
140 10.4625 2.56295 2.5585 3.26705 29.3257 4.31244 2.78498 1.49979 34.2035 1.02247 19.3904
141 10.5375 2.42935 2.58608 3.26505 29.7989 4.7687 2.84028 1.58014 35.112 1.03126 19.9834
142 10.6125 2.65291 2.61664 3.22448 30.273 4.82065 2.89698 1.68563 36.095 1.03921 20.5894
143 10.6875 3.15538 2.65349 3.13568 30.7405 4.96326 2.95618 1.71147 37.1073 1.048 21.2093
144 10.7625 3.55393 2.69558 3.10064 31.2094 4.91112 3.01559 1.69789 38.1256 1.05626 21.8428
145 10.8375 3.7894 2.74109 3.06334 31.679 5.07225 3.0778 1.71309 39.1674 1.06598 22.4911
146 10.9125 4.18917 2.7921 3.02631 32.1495 5.08402 3.14103 1.73303 40.236 1.07434 23.1535
147 10.9875 4.15749 2.84343 3.07086 32.6334 5.28462 3.20765 1.75446 41.3328 1.08013 23.8287
148 11.0625 4.38849 2.89834 3.01026 33.1143 5.21158 3.27426 1.74331 42.4375 1.08709 24.5176
149 11.1375 4.8404 2.95974 2.99539 33.5993 5.22525 3.34194 1.71991 43.5422 1.0926 25.2194
150 11.2125 4.85041 3.02209 2.99817 34.0914 4.80569 3.40504 1.736 44.6723 1.0949 25.9321
151 11.2875 4.81815 3.08486 3.00018 34.5903 4.16622 3.46047 1.77982 45.8464 1.09687 26.6557
152 11.3625 4.97253 3.15051 2.96945 35.0908 3.61268 3.50918 1.77636 47.034 1.10181 27.3923
153 11.4375 5.31402 3.22159 2.98596 35.6007 3.35082 3.55495 1.75716 48.2242 1.10584 28.1414
154 11.5125 5.33033 3.29383 2.96777 36.1141 2.94041 3.59565 1.69095 49.3847 1.10998 28.9031
155 11.5875 4.82378 3.36006 2.97928 36.6363 2.6536 3.63286 1.64512 50.5284 1.11574 29.6788
156 11.6625 4.84208 3.42741 2.97784 37.165 2.46154 3.66782 1.66765 51.7029 1.12115 30.4684
157 11.7375 4.42621 3.48976 2.99334 37.7034 2.44828 3.70305 1.67633 52.8988 1.12952 31.2742
158 11.8125 4.1592 3.5491 2.99717 38.2493 2.6103 3.74108 1.70671 54.1319 1.13476 32.0941
159 11.8875 3.70463 3.60264 3.00191 38.803 2.77864 3.78209 1.78337 55.4368 1.14219 32.9298
160 11.9625 3.19702 3.64942 2.95563 39.3552 2.97289 3.82652 1.78343 56.7583 1.15411 33.785
161 12.0375 3.36892 3.69933 2.88237 39.9004 3.1793 3.87462 1.80039 58.1091 1.16186 34.6567
162 12.1125 3.57383 3.75295 2.76156 40.4292 3.21824 3.92393 1.7574 59.4442 1.17143 35.5467
163 12.1875 3.9257 3.81257 2.68819 40.9505 3.31071 3.97529 1.70214 60.7533 1.18234 36.456
164 12.2625 4.37035 3.87977 2.59862 41.4605 3.2249 4.02593 1.65677 62.0433 1.19395 37.3856
