# Time-averaged data for fix myat1
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11]
50000 200
158 11.8125 3.54375 3.43392 2.91124 38.1877 2.68072 3.62519 1.76459 54.4228 1.13854 32.01
159 11.8875 4.46372 3.49842 2.84173 38.7119 2.70488 3.66511 1.77843 55.7241 1.14324 32.8466
160 11.9625 4.82294 3.56899 2.76865 39.2291 2.76134 3.70637 1.7763 57.0403 1.14903 33.698
161 12.0375 5.19188 3.64592 2.7349 39.7464 2.86437 3.74972 1.75491 58.357 1.15889 34.5675
162 12.1125 4.95142 3.7202 2.67133 40.258 2.91467 3.79438 1.70912 59.6554 1.16935 35.4558
163 12.1875 5.47088 3.80329 2.62093 40.7662 2.89905 3.83934 1.68531 60.9516 1.18055 36.3638
164 12.2625 5.84519 3.89317 2.58514 41.2736 2.88924 3.88471 1.67742 62.2576 1.19026 37.2905
165 12.3375 5.76297 3.98286 2.52188 41.7747 2.86569 3.93027 1.67648 63.5789 1.19786 38.2346
166 12.4125 5.53617 4.07008 2.52216 42.282 2.91241 3.97713 1.6644 64.9068 1.20586 39.1966
167 12.4875 5.19223 4.15287 2.5572 42.8025 2.96805 4.02546 1.65111 66.2399 1.21452 40.1773
168 12.5625 4.49718 4.22545 2.54719 43.3273 2.99971 4.0749 1.64284 67.5824 1.22315 41.1768
169 12.6375 4.09952 4.2924 2.56718 43.8625 2.92736 4.12372 1.62472 68.926 1.22688 42.1914
170 12.7125 3.91702 4.35713 2.59191 44.4092 2.86144 4.17201 1.60385 70.2681 1.23344 43.2235
171 12.7875 4.02571 4.42444 2.55823 44.9553 2.78558 4.21958 1.60066 71.6234 1.2387 44.2724
172 12.8625 3.98875 4.49192 2.5541 45.5069 2.57955 4.26415 1.62499 73.0155 1.24717 45.3408
173 12.9375 4.13314 4.56266 2.53878 46.0616 2.47494 4.30741 1.61917 74.4188 1.25795 46.431
174 13.0125 4.46405 4.63995 2.56872 46.6294 2.58581 4.35313 1.61773 75.8371 1.26783 47.5426
175 13.0875 5.0512 4.72842 2.5897 47.2084 2.71758 4.40174 1.62241 77.2761 1.27738 48.6755
176 13.1625 5.1655 4.81993 2.58595 47.7932 2.83984 4.45312 1.60116 78.7124 1.28681 49.8299
177 13.2375 5.28444 4.91461 2.57017 48.3811 2.96628 4.5074 1.59244 80.1573 1.29855 51.0081
178 13.3125 5.06987 5.00649 2.52805 48.966 2.92564 4.56155 1.5965 81.6224 1.31218 52.2123
179 13.3875 4.79325 5.09433 2.56675 49.5665 2.81448 4.61422 1.59481 83.1024 1.32406 53.441
180 13.4625 4.69503 5.18134 2.55542 50.1711 2.69212 4.66518 1.6222 84.6248 1.3345 54.6934
181 13.5375 4.34243 5.26272 2.54813 50.7807 2.54644 4.71391 1.65564 86.1959 1.34612 55.9708
182 13.6125 3.87414 5.33612 2.52949 51.3925 2.43879 4.7611 1.67385 87.8019 1.35497 57.2708
183 13.6875 3.28044 5.39897 2.50822 52.0059 2.2596 4.80531 1.69113 89.4424 1.36053 58.5907
184 13.7625 2.90648 5.45526 2.47845 52.6187 2.18922 4.84861 1.71524 91.1246 1.3666 59.931
185 13.8375 2.58617 5.5059 2.48714 53.2403 2.06944 4.88999 1.77227 92.8818 1.37357 61.2928
186 13.9125 2.45574 5.5545 2.47588 53.8659 2.00338 4.93049 1.81132 94.6972 1.38152 62.6774
187 13.9875 2.51434 5.6048 2.48356 54.5002 1.86521 4.9686 1.86221 96.5837 1.38765 64.0832
188 14.0625 2.43247 5.65399 2.47247 55.1385 1.7982 5.00573 1.88122 98.51 1.39487 65.5115
189 14.1375 2.65699 5.70829 2.49777 55.7901 1.78466 5.04298 1.88599 100.462 1.40181 66.9622
190 14.2125 2.85395 5.76724 2.48908 56.4465 1.87328 5.0825 1.91967 102.47 1.4072 68.4341
191 14.2875 3.2702 5.8355 2.49777 57.112 2.1041 5.12735 1.93087 104.511 1.41398 69.9286
192 14.3625 3.26824 5.90444 2.47005 57.7772 2.23546 5.17551 1.96151 106.606 1.41824 71.4435
193 14.4375 3.26858 5.9741 2.46763 58.4486 2.32571 5.22614 1.99463 108.759 1.42296 72.9793
194 14.5125 3.02835 6.03932 2.45422 59.1233 2.53309 5.28185 2.01163 110.952 1.4256 74.534
195 14.5875 3.12224 6.10726 2.44 59.8011 2.58258 5.33924 1.99962 113.156 1.42725 76.1066
196 14.6625 3.21832 6.17801 2.44264 60.4866 2.79865 5.40207 1.96876 115.347 1.42985 77.6983
197 14.7375 3.39436 6.2534 2.44428 61.1796 2.8823 5.46745 1.95017 117.54 1.43281 79.3097
198 14.8125 3.33686 6.32826 2.44005 61.8785 2.97707 5.53566 1.9251 119.728 1.43777 80.9432
199 14.8875 3.1112 6.39877 2.44652 62.5863 3.04954 5.60624 1.92737 121.94 1.44379 82.6001
200 14.9625 2.9768 6.46692 2.4667 63.3072 3.06404 5.67788 1.92218 124.168 1.44823 84.2789
500000 200
1 0.0375 0 0 0 0 0 0 0 0 0 0
2 0.1125 0 0 0 0 0 0 0 0 0 0
3 0.1875 0 0 0 0 0 0 0 0 0 0
4 0.2625 0 0 0 0 0 0 0 0 0 0
5 0.3375 0 0 0 0 0 0 0 0 0 0
6 0.4125 0 0 0 0 0 0 0 0 0 0
7 0.4875 0 0 0 0 0 0 0 0 0 0
8 0.5625 0 0 0 0 0 0 0 0 0 0
9 0.6375 0 0 0 0 0 0 0 0 0 0
10 0.7125 0 0 0 0 0 0 0 0 0 0
11 0.7875 0 0 0 0 0 0 0 0 0 0
12 0.8625 0 0 0 0 0 0 0 0 0 0
13 0.9375 0 0 0 0 0 0 0 0 0 0
14 1.0125 0 0 0 0 0 0 0 0 0 0
15 1.0875 0 0 0 0 0 0 0 0 0 0
16 1.1625 0 0 0 0 0 0 0 0 0 0
17 1.2375 0 0 0 0 0 0 0 0 0 0
18 1.3125 0 0 0 0 0 0 0 0 0 0
19 1.3875 0 0 0 0 0 0 0 0 0 0
20 1.4625 0 0 0 0 0 0 0 0 0 0
21 1.5375 0 0 0 0 0 0 0 0 0 0
22 1.6125 0 0 0 0 0 0 0 0 0 0
23 1.6875 0 0 0 0 0 0 0 0 0 0
24 1.7625 0 0 0 0 0 0 0 0 0 0
25 1.8375 0 0 0 0 0 0 0 0 0 0
26 1.9125 0 0 0 0 0 0 0 0 0 0
27 1.9875 0 0 0 0 0 0 0 0 0 0
28 2.0625 0 0 0 0 0 0 0 0 0 0
29 2.1375 0 0 0 0 0 0 0 0 0 0
30 2.2125 0 0 0 0 0 0 0 0 0 0
31 2.2875 0 0 0 0 0 0 0 0 0 0
32 2.3625 0 0 0 0 0 0 0 0 0 0
33 2.4375 0 0 0 0 0 0 0 0 0 0
34 2.5125 0 0 0 0 0 0 0 0 0 0
35 2.5875 0 0 0 0 0 0 0 0 0 0
36 2.6625 0 0 0 0 0 0 0 0 0.000495737 1.81978e-05
37 2.7375 0 0 0 0 0 0 0 0 0.00667198 0.000277108
38 2.8125 0 0 0 0 0 0 0 0 0.0322909 0.00159977
39 2.8875 0 0 0 0 0 0 0 0 0.0812087 0.00510592
40 2.9625 0 0 0 0 0.306852 0.00028125 0 0 0.131388 0.0110771
41 3.0375 0 0 0.000432424 5.20833e-06 3.59993 0.00375 0 0 0.166109 0.0190132
42 3.1125 0 0 0.0341825 0.0004375 8.73609 0.0125885 0 0 0.185393 0.0283134
43 3.1875 0 0 0.216762 0.0033125 5.77738 0.0187188 0.000197992 1.04167e-05 0.19845 0.0387541
44 3.2625 0 0 0.911233 0.015974 1.76643 0.0206823 0.0122846 0.0006875 0.209907 0.0503234
45 3.3375 0 0 2.40161 0.0508958 1.32975 0.0222292 0.0736832 0.0049375 0.213012 0.0626098
46 3.4125 0 0 4.64513 0.12151 2.92505 0.0257865 0.172313 0.0153281 0.213603 0.0754902
47 3.4875 0 0 7.53135 0.241089 8.15576 0.0361458 0.251898 0.0311927 0.219392 0.0893076
48 3.5625 0 0 10.9482 0.422474 21.9233 0.0652031 0.322875 0.0524115 0.23298 0.104619
49 3.6375 0 0 15.1101 0.683464 38.5555 0.118479 0.427603 0.0817083 0.249983 0.121746
50 3.7125 0.0147819 2.08333e-05 18.8393 1.02242 61.489 0.206984 0.635492 0.127062 0.268847 0.140933
51 3.7875 0.0355058 7.29167e-05 21.1923 1.41928 90.1345 0.342016 0.824569 0.188313 0.284441 0.162062
52 3.8625 0.464308 0.00078125 22.2303 1.85222 92.1071 0.485521 0.914417 0.258953 0.297117 0.185015
53 3.9375 1.36665 0.00294792 22.4894 2.30738 47.5214 0.562464 0.989101 0.338359 0.301757 0.20924
54 4.0125 2.52452 0.00710417 20.8068 2.74468 18.9793 0.594375 1.10653 0.430609 0.307347 0.234863
55 4.0875 2.78026 0.0118542 15.488 3.08248 12.4028 0.616016 1.22301 0.536417 0.309836 0.261669
56 4.1625 2.98082 0.0171354 10.5677 3.3215 10.2645 0.634589 1.34971 0.65751 0.312653 0.289719
57 4.2375 3.76124 0.0240417 7.9268 3.50731 8.80447 0.651099 1.47237 0.794411 0.316524 0.31915
58 4.3125 5.66917 0.0348229 6.87431 3.6742 7.61327 0.665885 1.53804 0.942526 0.319022 0.349872
59 4.3875 7.91653 0.0504063 6.43052 3.83579 6.25932 0.678469 1.46663 1.08872 0.323309 0.382099
60 4.4625 7.84706 0.0663854 6.34722 4.00079 5.22674 0.689339 1.42043 1.23519 0.327469 0.415866
61 4.5375 6.51615 0.0801042 6.39357 4.17263 4.67508 0.699391 1.2891 1.37262 0.331168 0.451172
62 4.6125 4.2758 0.0894062 6.24679 4.34612 4.72823 0.709896 1.2253 1.5076 0.333886 0.487955
63 4.6875 3.37511 0.0969896 5.96933 4.51734 5.27723 0.722005 1.1821 1.6421 0.332077 0.525737
64 4.7625 3.75021 0.105687 5.76891 4.68815 6.58556 0.737604 1.18698 1.78151 0.333588 0.564916
65 4.8375 4.2312 0.115812 5.81016 4.86564 7.6915 0.756401 1.15854 1.92189 0.332352 0.605188
66 4.9125 4.12832 0.126 5.79812 5.04829 7.9317 0.776391 1.15315 2.06599 0.335353 0.647094
67 4.9875 4.38595 0.137156 5.95515 5.24167 8.22024 0.797745 1.22767 2.22412 0.340526 0.690956
68 5.0625 5.52888 0.151646 6.29888 5.4524 7.77222 0.818547 1.23014 2.38737 0.348022 0.737141
69 5.1375 4.98654 0.165104 6.62922 5.68081 7.375 0.838875 1.22315 2.55454 0.356079 0.785806
70 5.2125 4.07922 0.176437 6.91679 5.92613 7.22855 0.859385 1.25725 2.73142 0.36664 0.837388
71 5.2875 3.53073 0.186531 6.94003 6.17941 7.76882 0.882068 1.22511 2.90877 0.378472 0.892178
72 5.3625 3.8117 0.19774 6.65277 6.42915 8.23636 0.906802 1.16079 3.08161 0.390111 0.950267
73 5.4375 3.68316 0.208875 6.2681 6.67107 8.92498 0.934359 1.1312 3.2548 0.405554 1.01236
74 5.5125 4.06971 0.221521 6.28042 6.9202 10.2856 0.967 1.13409 3.43324 0.418572 1.07822
75 5.5875 5.6057 0.239417 6.20279 7.17299 11.0433 1.00301 1.14912 3.61901 0.43237 1.14811
76 5.6625 6.64959 0.261219 6.29989 7.43668 10.4199 1.0379 1.14611 3.8093 0.452834 1.2233
77 5.7375 7.30622 0.285813 6.42376 7.71272 9.92652 1.07202 1.16101 4.0072 0.467088 1.30292
78 5.8125 7.54403 0.311875 6.38813 7.99445 9.2882 1.10479 1.1606 4.21023 0.47934 1.38677
79 5.8875 6.22159 0.333927 6.46307 8.2869 8.75092 1.13647 1.1654 4.41941 0.48792 1.47435
80 5.9625 6.31821 0.356896 6.30139 8.57933 8.28525 1.16723 1.14125 4.62949 0.495854 1.56563
81 6.0375 6.56185 0.381354 6.09338 8.86928 7.59634 1.19615 1.08355 4.83401 0.504428 1.66083
82 6.1125 6.90349 0.407729 5.88732 9.15642 7.42309 1.22511 1.03434 5.03412 0.516998 1.76086
83 6.1875 7.3784 0.436615 5.56486 9.43453 6.93549 1.25284 1.01239 5.23482 0.53273 1.86647
84 6.2625 7.69106 0.467458 5.36868 9.70939 6.6928 1.28025 0.994133 5.4367 0.551499 1.97846
85 6.3375 8.31665 0.501615 5.19915 9.98197 6.55147 1.30773 0.914169 5.62682 0.568647 2.09672
86 6.4125 8.09352 0.535646 5.00548 10.2507 6.10317 1.33394 0.894183 5.81721 0.587124 2.22173
87 6.4875 7.3532 0.567292 4.73286 10.5107 4.97222 1.35579 0.90429 6.01429 0.604035 2.35337
88 6.5625 7.00868 0.598156 4.48216 10.7627 4.11575 1.3743 0.919987 6.21944 0.613877 2.49027
89 6.6375 7.24196 0.630781 4.28363 11.009 3.59875 1.39086 0.924999 6.43046 0.620453 2.63181
90 6.7125 8.06904 0.667958 4.15117 11.2532 3.27859 1.40629 0.943332 6.65055 0.62678 2.77804
91 6.7875 7.87622 0.705063 4.03984 11.4961 3.22927 1.42182 0.984737 6.88546 0.626045 2.92739
92 6.8625 7.28536 0.740146 4.01573 11.743 3.30839 1.43809 1.05767 7.14338 0.631509 3.08138
93 6.9375 6.94032 0.774302 4.09551 12.0003 3.45693 1.45547 1.10506 7.41877 0.638973 3.24062
94 7.0125 6.80923 0.808542 4.16083 12.2674 3.81138 1.47504 1.15388 7.71258 0.652872 3.40686
95 7.0875 7.08364 0.844927 4.27689 12.5478 3.87709 1.49538 1.22082 8.03013 0.666458 3.58021
96 7.1625 7.14259 0.882396 4.34451 12.8388 4.07825 1.51723 1.28218 8.37072 0.679459 3.7607
97 7.2375 6.5947 0.917719 4.36439 13.1372 4.42357 1.54143 1.31578 8.7276 0.693375 3.94877
98 7.3125 7.00688 0.956031 4.39195 13.4438 4.98991 1.56929 1.37043 9.10705 0.707159 4.14457
99 7.3875 7.13412 0.995844 4.3987 13.7572 5.09473 1.59833 1.43191 9.5117 0.713951 4.34632
100 7.4625 6.85242 1.03486 4.41877 14.0784 4.9597 1.62717 1.54317 9.95668 0.719222 4.55372
101 7.5375 7.05382 1.07584 4.46871 14.4098 4.74737 1.65534 1.58599 10.4233 0.720671 4.76573
102 7.6125 6.6448 1.11522 4.43128 14.745 4.74035 1.68403 1.60825 10.9058 0.722645 4.98257
103 7.6875 6.18999 1.15263 4.33201 15.0792 4.48459 1.7117 1.643 11.4086 0.726463 5.20487
104 7.7625 6.19437 1.19079 4.26572 15.4147 4.26013 1.73851 1.60853 11.9105 0.729371 5.43244
105 7.8375 6.61205 1.23232 4.16869 15.749 3.89156 1.76347 1.61575 12.4244 0.735435 5.66636
106 7.9125 6.49869 1.27393 4.05448 16.0804 3.43019 1.7859 1.59499 12.9415 0.741542 5.90676
107 7.9875 6.37882 1.31554 4.02403 16.4155 3.38718 1.80847 1.56699 13.4591 0.746724 6.15344
108 8.0625 6.58666 1.35932 3.94289 16.7501 3.42804 1.83174 1.52463 13.9723 0.75322 6.40697
109 8.1375 6.0366 1.4002 3.8988 17.0871 3.26421 1.85431 1.47296 14.4774 0.758335 6.66699
110 8.2125 5.24716 1.43639 3.83123 17.4244 3.1849 1.87674 1.46075 14.9875 0.763465 6.93361
111 8.2875 5.0132 1.47159 3.85317 17.7699 2.91403 1.89765 1.45992 15.5067 0.765227 7.20576
112 8.3625 4.35556 1.50274 3.82801 18.1193 2.66872 1.91714 1.47928 16.0424 0.770651 7.48482
113 8.4375 4.62476 1.53641 3.80908 18.4733 2.40081 1.93498 1.50299 16.5964 0.777601 7.77146
114 8.5125 4.80933 1.57204 3.80612 18.8333 2.53696 1.95418 1.52235 17.1676 0.781987 8.06487
115 8.5875 4.39416 1.60518 3.72587 19.192 2.62066 1.97436 1.51405 17.7458 0.788167 8.36584
116 8.6625 4.39578 1.63891 3.6889 19.5533 2.78882 1.99622 1.48628 18.3233 0.793072 8.67399
117 8.7375 4.73295 1.67585 3.64795 19.9169 3.23764 2.02203 1.49065 18.9125 0.799514 8.99004
118 8.8125 4.91377 1.71488 3.65482 20.2874 3.18149 2.04783 1.49854 19.5151 0.806335 9.31429
119 8.8875 4.83248 1.75391 3.61011 20.6596 3.57948 2.07736 1.46728 20.1152 0.813874 9.64716
120 8.9625 4.65302 1.79213 3.53872 21.0307 3.75327 2.10884 1.43983 20.7141 0.824876 9.99025
121 9.0375 4.18199 1.82705 3.46255 21.3998 3.79627 2.14122 1.41437 21.3123 0.835816 10.3437
122 9.1125 3.99689 1.86099 3.41621 21.7702 3.98749 2.1758 1.39655 21.9127 0.849742 10.7091
123 9.1875 4.02603 1.89574 3.40543 22.1454 3.96638 2.21077 1.40464 22.5267 0.860142 11.085
124 9.2625 4.15583 1.9322 3.4177 22.5281 3.88962 2.24561 1.40772 23.152 0.870496 11.4718
125 9.3375 3.92693 1.96721 3.37789 22.9126 3.89202 2.28105 1.40911 23.7882 0.87967 11.8689
126 9.4125 3.94049 2.00291 3.38746 23.3044 3.9586 2.31768 1.39696 24.4291 0.88901 12.2767
127 9.4875 4.21795 2.04173 3.34249 23.6971 3.77824 2.35319 1.39671 25.08 0.899094 12.6958
128 9.5625 4.38043 2.08269 3.35659 24.0978 3.7852 2.38934 1.40862 25.747 0.912721 13.1279
129 9.6375 4.23245 2.12289 3.31443 24.4996 3.62879 2.42454 1.405 26.4227 0.925596 13.5731
130 9.7125 3.64251 2.15802 3.25312 24.9002 3.59834 2.45998 1.38741 27.1004 0.937204 14.0309
131 9.7875 3.47098 2.19202 3.23324 25.3045 3.56892 2.49569 1.36387 27.7769 0.949165 14.5017
132 9.8625 3.08116 2.22267 3.18778 25.7093 3.43434 2.53057 1.35256 28.4581 0.960902 14.9857
133 9.9375 2.85534 2.2515 3.15435 26.1159 3.31351 2.56474 1.34596 29.1464 0.975289 15.4844
134 10.0125 2.64201 2.27858 3.16199 26.5297 3.33769 2.59969 1.35342 29.849 0.989632 15.9981
135 10.0875 2.66594 2.30632 3.18569 26.9529 3.17943 2.63347 1.34194 30.556 0.999003 16.5245
136 10.1625 2.86248 2.33655 3.21545 27.3864 3.24809 2.66851 1.35676 31.2816 1.00557 17.0622
137 10.2375 2.83333 2.36692 3.19797 27.8239 3.43814 2.70614 1.36932 32.0247 1.0097 17.6101
138 10.3125 3.03461 2.39992 3.22089 28.271 3.74613 2.74774 1.39724 32.7941 1.01301 18.168
139 10.3875 3.15523 2.43473 3.16097 28.7162 4.02919 2.79314 1.45729 33.6083 1.01624 18.7358
140 10.4625 3.47217 2.47359 3.14982 29.1663 3.97163 2.83854 1.52273 34.4714 1.02018 19.314
141 10.5375 3.61191 2.5146 3.14302 29.6219 4.16728 2.88686 1.57552 35.3772 1.02904 19.9057
142 10.6125 3.7139 2.55738 3.13719 30.0831 4.12142 2.93534 1.61576 36.3195 1.03796 20.511
143 10.6875 3.77968 2.60152 3.09394 30.5444 3.97558 2.98276 1.64333 37.2914 1.04529 21.1292
144 10.7625 3.72455 2.64564 3.07143 31.0088 3.7955 3.02867 1.69069 38.3055 1.05303 21.7608
145 10.8375 3.75817 2.69077 3.07799 31.4808 3.60345 3.07287 1.73975 39.3635 1.06151 22.4063
146 10.9125 3.99755 2.73945 3.04634 31.9543 3.44435 3.1157 1.80683 40.4776 1.06671 23.0641
147 10.9875 4.27478 2.79222 3.07152 32.4384 3.33387 3.15773 1.79956 41.6026 1.07226 23.7344
148 11.0625 4.66153 2.85055 3.07468 32.9295 3.32591 3.20024 1.78897 42.7362 1.07881 24.418
149 11.1375 4.71968 2.91042 3.07346 33.4272 3.26679 3.24256 1.76152 43.8676 1.08182 25.1128
150 11.2125 5.14617 2.97657 3.03239 33.9249 3.19546 3.28451 1.75079 45.0073 1.08667 25.8202
151 11.2875 5.31947 3.04587 3.02244 34.4275 3.11869 3.32601 1.75587 46.1657 1.09484 26.5425
152 11.3625 4.8668 3.11012 2.98746 34.931 2.89455 3.36503 1.74549 47.3326 1.10243 27.2795
153 11.4375 4.81953 3.17459 2.97266 35.4386 2.7412 3.40248 1.73336 48.5067 1.10891 28.0306
154 11.5125 4.6478 3.23758 2.91283 35.9426 2.87719 3.4423 1.72053 49.6875 1.115 28.7958
155 11.5875 4.27525 3.29628 2.9033 36.4515 2.82929 3.48197 1.7165 50.8809 1.11955 29.5742
156 11.6625 3.813 3.34931 2.89207 36.9649 2.87222 3.52277 1.71991 52.0922 1.1235 30.3655
157 11.7375 3.68679 3.40125 2.85201 37.4779 2.90623 3.56458 1.73979 53.3333 1.1256 31.1684
158 11.8125 3.53061 3.45162 2.80833 37.9894 3.05888 3.60916 1.74049 54.5908 1.13189 31.9862
159 11.8875 3.65416 3.50443 2.76431 38.4993 3.02358 3.65378 1.73068 55.8572 1.14023 32.8206
160 11.9625 3.6092 3.55724 2.73904 39.011 3.06873 3.69964 1.74281 57.1486 1.14993 33.6726
161 12.0375 4.176 3.61911 2.71843 39.5252 3.03818 3.74561 1.73638 58.4514 1.16064 34.5435
162 12.1125 4.62785 3.68854 2.68764 40.0399 2.88204 3.78977 1.72192 59.7595 1.16989 35.4322
163 12.1875 5.06212 3.76543 2.64725 40.5532 2.80168 3.83322 1.72078 61.0829 1.17817 36.3383
164 12.2625 5.10066 3.84385 2.61911 41.0673 2.85673 3.87808 1.69764 62.4047 1.18923 37.2643
165 12.3375 5.24362 3.92547 2.60676 41.5852 2.94989 3.92497 1.67462 63.7246 1.19818 38.2086
166 12.4125 5.08524 4.00558 2.57004 42.1021 2.91759 3.97192 1.65429 65.0443 1.20651 39.1712
167 12.4875 5.1674 4.08798 2.58954 42.6292 2.84715 4.01828 1.64249 66.3706 1.2157 40.1528
168 12.5625 5.06135 4.16966 2.58377 43.1615 2.92292 4.06645 1.62175 67.6958 1.22178 41.1512
169 12.6375 4.76927 4.24754 2.61118 43.7059 2.9995 4.11648 1.61565 69.0319 1.22738 42.1662
170 12.7125 4.6703 4.32472 2.64556 44.264 3.02964 4.16761 1.6175 70.3854 1.2327 43.1977
171 12.7875 4.56335 4.40102 2.60903 44.8209 3.00427 4.21891 1.60858 71.7474 1.23721 44.2452
172 12.8625 4.57186 4.47836 2.61818 45.3863 2.87709 4.26862 1.61061 73.1272 1.24303 45.3101
173 12.9375 4.75697 4.55978 2.61978 45.9587 2.81492 4.31782 1.61096 74.5234 1.25419 46.3971
174 13.0125 4.82202 4.64327 2.59544 46.5324 2.91629 4.36939 1.61305 75.9376 1.26732 47.5082
175 13.0875 5.03217 4.73141 2.60037 47.1138 2.94557 4.42208 1.59796 77.3549 1.27954 48.6431
176 13.1625 5.01615 4.82027 2.59548 47.7008 2.9406 4.47528 1.60181 78.7918 1.29299 49.803
177 13.2375 4.6717 4.90398 2.55623 48.2855 2.7884 4.52631 1.59877 80.2425 1.30539 50.9874
178 13.3125 4.75544 4.99016 2.56204 48.8782 2.6566 4.57547 1.59355 81.7048 1.31753 52.1965
179 13.3875 4.40788 5.07094 2.5466 49.474 2.49029 4.62208 1.59734 83.1872 1.32637 53.4274
180 13.4625 4.02447 5.14552 2.50873 50.0675 2.49426 4.66929 1.61834 84.7059 1.33617 54.6813
181 13.5375 4.05727 5.22155 2.53964 50.6751 2.38724 4.71498 1.65554 86.2769 1.34508 55.9577
182 13.6125 3.71086 5.29186 2.51817 51.2842 2.22293 4.75799 1.68912 87.8976 1.35304 57.2559
183 13.6875 3.43595 5.35769 2.52868 51.9026 2.04902 4.79808 1.70303 89.5497 1.35913 58.5744
184 13.7625 3.35558 5.42268 2.54369 52.5315 1.87929 4.83526 1.73118 91.2475 1.36699 59.9151
185 13.8375 2.96763 5.48078 2.55972 53.1713 1.80532 4.87135 1.78028 93.0126 1.37155 61.2749
186 13.9125 2.94257 5.53902 2.56192 53.8186 1.76401 4.90701 1.83106 94.8477 1.37936 62.6573
187 13.9875 2.93036 5.59765 2.56021 54.4725 1.73087 4.94238 1.86604 96.7382 1.38875 64.0642
188 14.0625 3.19642 5.66228 2.54674 55.1299 1.68068 4.97708 1.88637 98.6698 1.39574 65.4934
189 14.1375 3.20796 5.72784 2.51901 55.7872 1.79265 5.0145 1.88844 100.624 1.40344 66.9459
190 14.2125 3.28867 5.79577 2.52554 56.4531 1.87797 5.05411 1.92538 102.638 1.41096 68.4217
191 14.2875 3.23577 5.86331 2.50873 57.1216 2.14929 5.09993 1.9453 104.694 1.41575 69.9181
192 14.3625 3.1107 5.92893 2.48289 57.7902 2.34402 5.15043 1.95799 106.786 1.41999 71.4348
193 14.4375 3.36291 6.0006 2.47353 58.4632 2.5267 5.20543 1.96495 108.906 1.42305 72.9707
194 14.5125 3.6465 6.07914 2.44691 59.1359 2.66571 5.26406 1.9951 111.082 1.42673 74.5266
195 14.5875 3.56745 6.15676 2.42108 59.8084 2.78086 5.32585 2.00378 113.29 1.42864 76.1008
196 14.6625 3.58791 6.23564 2.40011 60.482 2.997 5.39314 1.97746 115.491 1.43208 77.695
197 14.7375 3.51912 6.31379 2.40612 61.1642 3.10343 5.46353 1.93411 117.666 1.43462 79.3084
198 14.8125 3.40976 6.39029 2.37924 61.8456 3.1746 5.53627 1.92675 119.855 1.43987 80.9442
199 14.8875 3.18888 6.46256 2.4078 62.5423 3.13325 5.60879 1.94379 122.086 1.4433 82.6006
200 14.9625 3.02139 6.53173 2.41753 63.2488 3.1184 5.6817 1.96157 124.36 1.44735 84.2784
550000 200
1 0.0375 0 0 0 0 0 0 0 0 0 0
2 0.1125 0 0 0 0 0 0 0 0 0 0
3 0.1875 0 0 0 0 0 0 0 0 0 0
4 0.2625 0 0 0 0 0 0 0 0 0 0
5 0.3375 0 0 0 0 0 0 0 0 0 0
6 0.4125 0 0 0 0 0 0 0 0 0 0
7 0.4875 0 0 0 0 0 0 0 0 0 0
8 0.5625 0 0 0 0 0 0 0 0 0 0
9 0.6375 0 0 0 0 0 0 0 0 0 0
10 0.7125 0 0 0 0 0 0 0 0 0 0
11 0.7875 0 0 0 0 0 0 0 0 0 0
12 0.8625 0 0 0 0 0 0 0 0 0 0
13 0.9375 0 0 0 0 0 0 0 0 0 0
14 1.0125 0 0 0 0 0 0 0 0 0 0
15 1.0875 0 0 0 0 0 0 0 0 0 0
16 1.1625 0 0 0 0 0 0 0 0 0 0
17 1.2375 0 0 0 0 0 0 0 0 0 0
18 1.3125 0 0 0 0 0 0 0 0 0 0
19 1.3875 0 0 0 0 0 0 0 0 0 0
20 1.4625 0 0 0 0 0 0 0 0 0 0
21 1.5375 0 0 0 0 0 0 0 0 0 0
22 1.6125 0 0 0 0 0 0 0 0 0 0
23 1.6875 0 0 0 0 0 0 0 0 0 0
24 1.7625 0 0 0 0 0 0 0 0 0 0
25 1.8375 0 0 0 0 0 0 0 0 0 0
26 1.9125 0 0 0 0 0 0 0 0 0 0
27 1.9875 0 0 0 0 0 0 0 0 0 0
28 2.0625 0 0 0 0 0 0 0 0 0 0
29 2.1375 0 0 0 0 0 0 0 0 0 0
30 2.2125 0 0 0 0 0 0 0 0 0 0
31 2.2875 0 0 0 0 0 0 0 0 0 0
32 2.3625 0 0 0 0 0 0 0 0 0 0
33 2.4375 0 0 0 0 0 0 0 0 0 0
34 2.5125 0 0 0 0 0 0 0 0 0 0
35 2.5875 0 0 0 0 0 0 0 0 7.23986e-06 2.51004e-07
36 2.6625 0 0 0 0 0 0 0 0 0.000618816 2.29669e-05
37 2.7375 0 0 0 0 0 0 0 0 0.00689837 0.000290663
38 2.8125 0 0 0 0 0 0 0 0 0.0313594 0.00157518
39 2.8875 0 0 0 0 0.0119629 1.04167e-05 0 0 0.0757438 0.00484538
40 2.9625 0 0 0 0 0.437548 0.000411458 0 0 0.120643 0.0103282
41 3.0375 0 0 0.0017297 2.08333e-05 4.12425 0.00438542 0 0 0.158452 0.0178985
